552.65875,389.765,87.71,471.16731,624.42625,282.27857,475.27885,560.58375,137.39,51.045,negative
2314.9488,1779.9875,53.1475,1712.2096,1342.9675,761.37857,1648.4596,4421.815,78.20875,237.20125,positive
137.97125,164.7325,20.735,196.43654,338.46,217.13333,209.21923,442.3925,95.155,19.395,negative
987.79875,723.40125,27.58,597.73846,660.61,321.62024,576.64038,1325.3925,36.2775,39.16875,positive
584.7325,361.3125,129.9575,434.2,147.90625,104.64167,464.30962,340.535,82.85375,59.29625,negative
2030.8775,1386.8225,56.0275,1472.2481,387.2425,196.59524,1453.3442,452.80625,77.24625,116.4075,positive
228.28625,154.055,79.39125,199.05192,149.5225,195.65,214.58269,143.92375,99.305,39.99625,negative
3886.9925,1781.3175,45.74625,1731.3596,598.4975,388.40714,1849.6173,1253.5438,54.2325,19.58375,positive
404.31875,380.5975,161.76375,519.25385,170.11375,161.10357,503.65192,418.68,186.98375,23.25625,negative
4322.8788,2514.7675,63.8525,2551.8288,906.42875,445.74405,2510.9846,1770.675,51.18875,278.31375,positive
416.17125,333.17875,326.6675,353.28077,365.39375,526.65,334.96538,167.86125,540.015,175.29625,negative
3552.9838,3321.1488,68.18125,2593.2885,1747.855,477.9131,2679.8904,3307.4975,82.8275,346.995,positive
632.74625,494.2475,152.88,575.875,304.48875,260.17381,528.86346,491.1575,80.91375,76.105,negative
1872.4913,1491.0462,32.1125,1483.9827,1231.1062,319.44405,1422.4827,1399.6275,23.42875,94.79,positive
636.02375,543.47,153.99625,660.15,449.80375,199.57262,633.22308,420.63,116.1025,69.28125,negative
183.62125,314.3525,61.59875,548.63077,418.39875,208.61429,608.62692,295.0675,35.995,11.87,positive
185.3225,111.71,61.74,199.36923,193.85,180.89762,194.14808,36.38875,51.81375,29.20875,negative
412.0725,258.2675,11.85625,378.26538,620.47125,632.94405,373.1,127.28125,45.4675,17.8675,positive
230.69125,125.09,136.3675,155.81154,228.63,111.21667,179.11923,65.82,115.37875,8.67,negative
3034.6875,1560.5475,41.88125,1508.1808,760.445,351.35,1605.6173,537.885,57.8,71.6375,positive
188.36625,185.0975,89.76,246.44038,489.83375,325.47024,271.71154,104.94125,246.73375,34.87,negative
2417.8775,1392.77,73.73,1773.0865,1270.9688,444.5,1513.1192,1850.4437,106.56625,243.1925,positive
182.00125,93.28375,80.11875,132.81923,79.3,75.367857,118.08269,91.48125,16.175,45.4375,negative
163.60875,140.63,9.76875,209.46731,229.045,210.22262,212.96154,107.5725,13.03625,20.76375,positive
332.36125,187.595,143.9975,327.18077,287.23,193.57143,343.97692,160.26625,186.3425,55.89625,negative
103.42625,105.71625,71.5825,149.42115,102.5075,150.99286,149.65192,628.18875,110.06,43.64375,negative
339.77125,236.52125,66.21125,343.58654,144.40875,150.68452,348.52885,433.69,101.5625,70.165,negative
329.86875,215.50125,220.04375,314.11923,254.69375,246.92381,289.83077,409.6525,241.1775,75.31,negative
448.47375,281.86,159.58625,448.08462,286.0025,340.16429,473.99808,474.3975,340.41875,137.84875,negative
413.325,393.58375,115.2175,582.27885,241.35625,383.35476,597.59423,247.99125,306.0475,114.56125,negative
471.47875,566.89625,93.69875,765.67692,261.01125,274.54643,739.27308,1185.0325,322.53375,102.19375,negative
812.82125,306.0025,107.41125,562.30577,175.815,149.7119,663.10769,229.525,277.7025,70.07,negative
287.17375,264.90375,112.94125,443.06731,147.2,150.56786,436.23846,58.98,146.66125,51.69375,negative
779.63875,167.89125,127.94875,683.19423,241.73875,237.79167,472.14615,801.95,167.67375,101.205,negative
505.99,287.45125,90.8325,378.09231,214.0575,156.99524,364.57885,356.5125,124.0075,61.38,negative
219.72,110.4975,152.015,314.85962,60.5125,87.564286,287.39808,134.855,71.13,26.4875,negative
250.28125,180.72875,109.72125,352.78077,280.29125,246.99524,362.34038,285.6625,199.21125,34.395,negative
228.02875,220.48125,192.0325,306.05962,92.3175,79.711905,282.71538,78.57375,84.4825,24.47875,negative
2689.205,1109.5925,78.095,1881.325,437.01125,471.22262,1723.4481,3413.2712,24.49625,416.0075,positive
500.425,39.38125,182.1975,325.65769,201.1475,236.26667,226.8,705.99625,108.60375,25.09125,negative
335.69,84.99375,50.6775,181.34423,93.0775,96.270238,196.51154,816.195,56.3525,27.13875,negative
1765.185,449.395,121.2025,1294.0519,543.28625,686.63333,1263.4038,1640.2613,64.02625,275.525,positive
5832.3175,1550.9112,38.14625,1334.2173,2161.8975,828.64524,1094.6731,4695.2213,124.66,320.3875,positive
846.975,275.6525,160.85625,735.91538,302.895,392.74167,541.35192,672.51625,273.74125,111.375,negative
2517.4713,749.4075,89.425,1779.6769,1051.7438,615.35357,1811.1885,2896.3475,133.67125,270.67,negative
867.55,288.4,337.645,605.98462,443.055,422.79048,453.28846,584.3575,334.38875,76.31375,negative
686.53625,182.135,273.5275,586.17308,170.08875,217.02381,656.87308,1323.5525,193.05875,47.6325,negative
1931.1425,328.3675,45.33875,644.66154,481.00875,713.69643,558.24615,2643.4512,83.91375,254.85625,positive
