8589.4163,5468.2409,4263.4075,4064.9357,1997.8929,5282.325,2169.72,2773.4212,7526.3862,4607.6762,negative
9164.2537,6719.5295,4883.4487,3718.1589,2015.2214,5569.9071,3849.0588,2793.3875,7017.7338,4802.2524,positive
3825.705,6970.3614,5369.9688,4705.65,1166.5536,1572.1679,1325.4025,1472.2587,3296.9512,2786.5821,negative
6246.4487,7823.5341,5955.835,3975.5643,2002.6131,2130.5429,1531.1425,1714.6312,3869.785,4989.4071,positive
3230.3287,3694.45,3400.74,3463.5857,2181.4202,2922.7821,2069.2463,2948.575,3303.3712,3109.4131,negative
2510.325,1960.6545,1566.315,3072.8161,1810.2048,1673.5643,1290.4212,2465.8462,1675.5438,1312.8083,positive
7126.5988,3779.0682,3705.5537,6594.5143,2460.9048,3775.6821,2621.4188,2047.2812,6411.2675,3857.119,negative
4028.71,3156.1591,2870.255,4417.5911,1854.106,2828.3036,1427.5262,3390.7062,4373.0438,3080.4512,positive
9330.6787,7017.2295,4723.7825,9491.5339,5346.5417,1557.1429,1969.08,2295.4025,6880.3462,6162.8929,negative
5271.5175,4740.7682,3318.5137,6792.3482,2632.8893,5449.2071,4623.2125,3277.4038,4488.06,3343.8107,positive
14876.407,3201.9045,2327.6263,11248.68,5893.2786,5319.8571,9939.2462,4058.6438,14144.835,3282.6202,negative
14173.054,8411.8614,6042.84,8766.0464,3511.0845,4878.1821,3391.875,2622.0075,10012.81,6326.225,positive
4469.09,5167.0568,4773.68,3330.3643,3174.2417,3643.6857,3886.4175,3922.9225,2968.0962,2832.2238,negative
4985.2188,4735.7932,4075.1225,2845.2482,2973.275,4219.4643,3556.88,3234.245,2824.7838,3187.025,positive
4913.7988,5215.0477,4288.6162,3213.4304,3147.4024,4460.4464,2334.8087,3302.7625,3855.7712,4319.0286,negative
5627.2512,3619.5318,2606.5,2544.4518,5967.0857,7736.4679,4633.865,1356.4513,2982.8825,6400.2274,positive
7144.4062,2071.4023,1619.2762,2576.1589,3401.15,2915.0929,3361.535,2888.0613,6749.665,1652.3024,negative
4865.22,3237.7773,2341.0863,2372.6804,3058.2714,1347.1321,1306.5725,3507.045,3917.2662,1528.6143,positive
5382.3938,3848.4432,3372.4887,4444.5661,2464.9024,1304.5571,1062.6975,2903.325,4866.8087,2734.144,negative
4412.4763,1752.3955,1280.3238,5200.3446,2369.0607,2047.95,2104.7588,2938.8675,2628.5938,1688.8857,positive
7434.8213,6471.2114,5029.6175,4749.3286,1548.4774,7000.1286,3077.4112,3440.9138,5188.9213,9008.6119,negative
6995.41,6658.1091,5316.3962,4047.5143,1656.006,6236.7536,4130.0425,3229.71,6939.0925,4771.5619,positive
4214.9,2213.3568,1611.5188,1764.2321,4374.7798,4520.7929,3982.795,3466.2888,2197.6338,2560.4976,negative
1914.6775,2119.1114,1595.4088,1186.0304,2090.3881,1087.75,1248.1638,1895.095,1179.935,974.81548,positive
8865.4587,5447.1864,4887.0575,3782.5946,3927.0107,6138.9714,4379.595,5385.03,5130.4075,5096.7214,negative
5934.8888,3744.9886,3528.8337,2721.7036,1556.619,3584.2393,3484.485,1385.9625,3634.3837,2386.0107,negative
5821.6175,3748.2477,3439.9538,2502.9661,1549.6048,4155.7143,3703.2225,1300.3775,4139.2862,3012.6429,negative
9767.0275,9785.775,8605.0438,4941.2393,3581.5976,7265.1143,6498.42,3870.2975,6936.5362,6769.0429,negative
13324.729,9505.0341,7740.9875,7982.8107,2544.9345,10163.293,9611.0412,2346.1562,8642.8362,8198.1357,negative
12977.712,7565.6159,5735.2,6911.6804,3095.9333,8961.2929,6641.795,2801.86,9363.4338,6413.1631,negative
8753.2388,8978.1341,7777.8412,6202.4964,4271.4119,8248.8786,5514.2375,3681.185,7043.5912,12307.913,negative
5012.02,1383.4886,1269.6487,3168.7125,1945.4929,2726.8036,3300.5938,1672.86,4185.6225,1025.3345,negative
6904.8012,2260.7773,1987.0012,3439.4107,2878.9202,5887.2143,3652.94,2524.5038,4209.1125,1390.6679,negative
8347.9838,9852.2977,8178.965,4467.5018,3388.4464,5632.5607,3754.515,4869.5562,5019.0537,4843.6786,negative
5100.5363,3343.3205,2925.67,2914.1946,1481.2226,3697.9464,2080.275,1638.045,3763.1375,3530.069,negative
4554.5762,3139.3114,2958.4025,1658.3071,3196.5333,2280.4107,2132.3125,3104.6212,2958.9875,2121.3976,negative
5466.93,10152.273,7760.9175,7258.25,1469.6905,5695.6464,4662.855,2949.1812,6223.86,4948.2333,negative
4201.5075,2425.6273,2228.8175,1503.6054,3804.5333,3591.25,4028.5887,2794.085,2683.025,2892.4488,negative
3656.7837,5082.8568,4101.9175,1365.7,1980.2333,4883.8929,2925.7375,2061.4125,1482.9713,3808.2679,positive
9128.1188,5502.7159,4590.1338,3234.4018,3978.5452,7676.7143,4644.3888,2518.6975,5460.9362,4251.5298,negative
3799.0888,5665.7795,5157.0675,1359.7911,1872.6452,2218.1036,1395.0525,1683.7775,2430.015,4679.4524,negative
6194.245,5202.0,4079.6338,3951.1982,2382.2214,1949.1643,1909.0975,3415.1038,3965.97,2857.644,positive
11447.631,3529.1273,2920.8412,5445.8625,2699.2619,6637.8143,4903.8963,3411.6025,2534.9037,4012.594,positive
14641.931,3377.3932,3048.4325,5401.2268,4734.2988,5167.375,4434.3288,4553.245,9515.1212,3925.4726,negative
9443.8775,6671.7773,6260.6162,4905.7089,3139.2488,10926.218,7376.85,3245.2512,6518.7362,5336.0952,negative
14368.276,3651.9909,3302.9275,5738.4857,5115.9131,4890.7857,5008.3288,5643.7813,6013.9512,3837.7679,negative
6951.3538,5565.7773,4480.785,3667.6464,4278.6167,7568.9286,6299.3613,5174.0913,4038.185,4831.8262,negative
6302.7763,4127.4977,3635.695,2604.7411,1796.4321,2736.1571,3648.1037,2414.6438,3182.255,3196.1393,positive
6357.9212,3736.8455,2665.5912,2493.875,1306.2476,4092.7179,3163.855,1077.6162,3865.8087,1923.3714,negative
7121.1737,5346.6477,4254.1175,3399.7089,4017.0381,7158.9179,5059.195,2970.6363,5341.0075,4779.2881,positive
6870.3225,4751.7614,4102.345,3182.0036,3193.6595,7264.9929,3777.5025,2669.4325,4191.89,4698.5381,positive
11605.972,8278.9182,7316.1038,3602.3518,8093.875,6572.75,4314.9813,5917.0263,7675.28,5028.7345,negative
7666.675,6409.7386,6489.8637,2451.1179,4176.2119,4654.6357,2321.5225,3520.3162,4477.4512,7184.0714,negative
4177.2838,4984.0977,4585.8987,3165.1554,3051.5571,3404.4,2389.89,3228.6475,2292.2087,4501.6702,positive
5777.1738,3387.8932,2413.6525,2843.2625,1467.0393,1928.775,2793.6137,1844.9625,3297.4012,3073.1333,positive
4527.0038,2912.3068,2124.9887,2609.05,2077.9679,2888.5643,2661.26,1842.1538,995.79,2460.3333,negative
4653.2375,6251.5568,4947.1225,3763.5464,2737.1607,2792.5321,2005.7125,2201.1775,2919.9188,4304.5202,negative
4972.1662,4173.9182,3668.5338,1567.5554,1570.4405,3466.8107,2106.4987,1535.7575,1887.6212,3519.6,negative
9112.3725,6824.4864,5982.8463,3147.0429,4847.3083,11222.682,6333.4725,4299.5025,4644.4425,5888.5464,negative
6730.625,3472.125,2559.4625,2624.6893,1596.2179,4372.7893,3798.5262,1026.4775,3512.3338,3243.169,positive
6234.6225,4005.3,3093.675,3183.0857,1795.3107,3940.8464,2019.85,1406.65,2927.7938,2177.3202,negative
7472.01,3653.9341,2728.2162,3494.4804,2404.6655,5791.6071,2876.4212,2150.9588,3767.0025,2685.3,positive
